Date,Product,Market Area,Wholesale Price,Retail Price,Quantity Supplied,County Area
2021-10-01,Spinach,Ngurubani Market,20.0,30.0,500.0,Kirinyaga
2021-10-01,Spinach,Naivasha Market,30.0,35.0,700.0,Nakuru
2021-10-01,Banana (Cooking),Ngurubani Market,15.0,25.0,3000.0,Kirinyaga
2021-10-01,Banana (Cooking),Naivasha Market,20.0,40.0,7250.0,Nakuru
2021-10-01,Banana (Cooking),Gakoromone,40.0,60.0,6000.0,Meru
2021-10-03,Dry Maize,Kasuku,27.0,40.0,90.0,Nyandarua
2021-10-03,Dry Onions,Kasuku,78.13,70.0,2500.0,Nyandarua
2021-10-03,Dry Onions,Kasuku,32.26,70.0,2500.0,Nyandarua
2021-10-03,Banana (Ripening),Kasuku,25.0,40.0,3000.0,Nyandarua
2021-10-03,Oranges,Kasuku,60.0,80.0,300.0,Nyandarua
2021-10-03,Kales/Sukuma Wiki,Kasuku,10.0,20.0,250.0,Nyandarua
2021-10-03,Spinach,Kasuku,15.0,25.0,200.0,Nyandarua
2021-10-03,Banana (Cooking),Kasuku,30.0,50.0,900.0,Nyandarua
2021-10-04,Dry Maize,Nakuru Top Market,31.11,35.0,90.0,Nakuru
2021-10-04,Dry Maize,Nakuru Wakulima,40.0,45.0,450.0,Nakuru
2021-10-04,Dry Maize,Nakuru Wakulima,28.89,35.0,0.0,Nakuru
2021-10-04,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-04,Dry Maize,Kutus,30.0,36.59,5400.0,Kirinyaga
2021-10-04,White Irish Potatoes,Nakuru Top Market,32.0,50.0,500.0,Nakuru
2021-10-04,White Irish Potatoes,Nakuru Wakulima,26.0,30.0,4000.0,Nakuru
2021-10-04,White Irish Potatoes,Kagio,15.0,20.0,48000.0,Kirinyaga
2021-10-04,Dry Onions,Kutus,60.0,70.0,50.0,Kirinyaga
2021-10-04,Dry Onions,Kagio,50.0,60.0,30000.0,Kirinyaga
2021-10-04,Water Melon,Nakuru Top Market,100.0,150.0,200.0,Nakuru
2021-10-04,Water Melon,Kutus,30.0,40.55,5800.0,Kirinyaga
2021-10-04,Water Melon,Kagio,28.0,40.0,60000.0,Kirinyaga
2021-10-04,Banana (Ripening),Nakuru Top Market,25.0,60.0,200.0,Nakuru
2021-10-04,Banana (Ripening),Kagio,16.67,23.0,37500.0,Kirinyaga
2021-10-04,Oranges,Nakuru Top Market,60.0,100.0,100.0,Nakuru
2021-10-04,Oranges,Kagio,70.0,80.0,1710.0,Kirinyaga
2021-10-04,Oranges,Kutus,50.0,70.0,540.0,Kirinyaga
2021-10-04,Mangoes,Nakuru Top Market,1.0,200.0,100.0,Nakuru
2021-10-04,Kales/Sukuma Wiki,Kutus,5.0,10.0,750.0,Kirinyaga
2021-10-04,Kales/Sukuma Wiki,Kagio,20.0,40.0,1960.0,Kirinyaga
2021-10-04,Spinach,Kutus,15.0,25.0,450.0,Kirinyaga
2021-10-04,Spinach,Kagio,25.0,40.0,1960.0,Kirinyaga
2021-10-04,Banana (Cooking),Kagio,10.0,15.0,30000.0,Kirinyaga
2021-10-04,Banana (Cooking),Kutus,0.5,17.54,19500.0,Kirinyaga
2021-10-05,Dry Maize,Ngurubani Market,24.44,31.0,4000.0,Kirinyaga
2021-10-05,Dry Maize,Maua,31.11,40.0,7650.0,Meru
2021-10-05,Dry Maize,Nkubu,31.11,35.0,1350.0,Meru
2021-10-05,Dry Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru
2021-10-05,Dry Maize,Nakuru Wakulima,28.89,35.0,3600.0,Nakuru
2021-10-05,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-05,White Irish Potatoes,Ngurubani Market,10.0,13.89,20000.0,Kirinyaga
2021-10-05,White Irish Potatoes,Naivasha Market,30.0,50.0,4000.0,Nakuru
2021-10-05,White Irish Potatoes,Maua,22.0,30.0,22500.0,Meru
2021-10-05,White Irish Potatoes,Nakuru Wakulima,26.0,300.0,5000.0,Nakuru
2021-10-05,White Irish Potatoes,Nkubu,20.0,50.0,3000.0,Meru
2021-10-05,White Irish Potatoes,Mairo-inya,10.0,20.0,1500.0,Nyandarua
2021-10-05,Dry Onions,Ngurubani Market,40.0,50.0,2000.0,Kirinyaga
2021-10-05,Dry Onions,Naivasha Market,60.0,70.0,640.0,Nakuru
2021-10-05,Dry Onions,Maua,50.0,70.0,5000.0,Meru
2021-10-05,Dry Onions,Nkubu,12.0,70.0,2200.0,Meru
2021-10-05,Dry Onions,Nakuru Wakulima,50.0,70.0,3500.0,Nakuru
2021-10-05,Dry Onions,Mairo-inya,40.0,60.0,1000.0,Nyandarua
2021-10-05,Water Melon,Ngurubani Market,20.0,30.0,8000.0,Kirinyaga
2021-10-05,Water Melon,Naivasha Market,35.0,50.0,28000.0,Nakuru
2021-10-05,Water Melon,Mairo-inya,30.0,40.0,5000.0,Nyandarua
2021-10-05,Banana (Ripening),Naivasha Market,30.0,40.0,22720.0,Nakuru
2021-10-05,Banana (Ripening),Mairo-inya,40.0,60.0,2000.0,Nyandarua
2021-10-05,Oranges,Naivasha Market,50.0,70.0,7000.0,Nakuru
2021-10-05,Oranges,Nkubu,66.67,70.0,1530.0,Meru
2021-10-05,Oranges,Mairo-inya,50.0,80.0,60.0,Nyandarua
2021-10-05,Mangoes,Naivasha Market,30.0,40.0,14000.0,Nakuru
2021-10-05,Kales/Sukuma Wiki,Ngurubani Market,10.0,20.0,600.0,Kirinyaga
2021-10-05,Kales/Sukuma Wiki,Naivasha Market,30.0,50.0,700.0,Nakuru
2021-10-05,Kales/Sukuma Wiki,Mairo-inya,10.0,20.0,150.0,Nyandarua
2021-10-05,Spinach,Ngurubani Market,15.0,25.0,500.0,Kirinyaga
2021-10-05,Spinach,Naivasha Market,30.0,40.0,500.0,Nakuru
2021-10-05,Spinach,Mairo-inya,10.0,20.0,60.0,Nyandarua
2021-10-05,Banana (Cooking),Ngurubani Market,15.0,25.0,3000.0,Kirinyaga
2021-10-05,Banana (Cooking),Naivasha Market,20.0,40.0,21250.0,Nakuru
2021-10-05,Banana (Cooking),Nakuru Top Market,40.0,50.0,300.0,Nakuru
2021-10-05,Banana (Cooking),Mairo-inya,50.0,70.0,3000.0,Nyandarua
2021-10-06,Dry Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru
2021-10-06,Dry Maize,Nakuru Wakulima,28.89,35.0,0.0,Nakuru
2021-10-06,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-06,Dry Maize,Kangeta,33.33,35.0,1080.0,Meru
2021-10-06,White Irish Potatoes,Nakuru Wakulima,26.0,30.0,4850.0,Nakuru
2021-10-06,White Irish Potatoes,Kangeta,19.0,30.0,1500.0,Meru
2021-10-06,White Irish Potatoes,Ol-Kalou,12.0,15.0,2500.0,Nyandarua
2021-10-06,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-06,Dry Onions,Kangeta,61.6,70.0,1000.0,Meru
2021-10-06,Dry Onions,Nairobi Wakulima,39.13,80.0,89000.0,Nairobi
2021-10-06,Dry Onions,Ol-Kalou,4.0,60.0,3500.0,Nyandarua
2021-10-06,Water Melon,Kangeta,40.0,50.0,500.0,Meru
2021-10-06,Banana (Ripening),Kangeta,20.0,25.0,600.0,Meru
2021-10-06,Oranges,Kangeta,72.0,80.0,250.0,Meru
2021-10-06,Mangoes,Kangeta,60.0,80.0,50.0,Meru
2021-10-06,Kales/Sukuma Wiki,Kangeta,20.0,30.0,400.0,Meru
2021-10-06,Kales/Sukuma Wiki,Ol-Kalou,12.5,20.0,2000.0,Nyandarua
2021-10-06,Spinach,Kangeta,25.0,35.0,300.0,Meru
2021-10-06,Spinach,Ol-Kalou,12.5,20.0,1500.0,Nyandarua
2021-10-06,Banana (Cooking),Kangeta,22.5,25.0,450.0,Meru
2021-10-07,Dry Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru
2021-10-07,Dry Maize,Nakuru Wakulima,28.89,35.0,3600.0,Nakuru
2021-10-07,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-07,Dry Maize,Kutus,30.0,37.21,900.0,Kirinyaga
2021-10-07,White Irish Potatoes,Nakuru Wakulima,26.0,30.0,4950.0,Nakuru
2021-10-07,White Irish Potatoes,Kagio,15.0,20.0,40000.0,Kirinyaga
2021-10-07,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-07,Dry Onions,Kagio,50.0,60.0,26000.0,Kirinyaga
2021-10-07,Dry Onions,Kutus,56.0,70.0,2600.0,Kirinyaga
2021-10-07,Water Melon,Kagio,28.0,40.0,70000.0,Kirinyaga
2021-10-07,Water Melon,Kutus,25.0,37.88,6500.0,Kirinyaga
2021-10-07,Banana (Ripening),Kagio,16.67,23.0,37500.0,Kirinyaga
2021-10-07,Oranges,Kagio,70.0,80.0,800.0,Kirinyaga
2021-10-07,Oranges,Kutus,50.0,64.1,1350.0,Kirinyaga
2021-10-07,Kales/Sukuma Wiki,Kagio,20.0,40.0,2240.0,Kirinyaga
2021-10-07,Kales/Sukuma Wiki,Kutus,10.0,25.0,1250.0,Kirinyaga
2021-10-07,Spinach,Nakuru Top Market,40.0,70.0,100.0,Nakuru
2021-10-07,Spinach,Kagio,20.0,30.0,2100.0,Kirinyaga
2021-10-07,Spinach,Kutus,15.0,25.0,850.0,Kirinyaga
2021-10-07,Banana (Cooking),Nakuru Top Market,40.0,70.0,400.0,Nakuru
2021-10-07,Banana (Cooking),Kagio,12.5,15.0,60000.0,Kirinyaga
2021-10-07,Banana (Cooking),Kutus,10.0,16.53,23500.0,Kirinyaga
2021-10-08,Dry Maize,Ngurubani Market,25.0,31.0,4000.0,Kirinyaga
2021-10-08,Dry Maize,Gakoromone,30.0,4.0,6000.0,Meru
2021-10-08,Dry Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru
2021-10-08,Dry Maize,Nakuru Wakulima,28.89,35.0,0.0,Nakuru
2021-10-08,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-08,White Irish Potatoes,Ngurubani Market,10.0,13.89,20000.0,Kirinyaga
2021-10-08,White Irish Potatoes,Nakuru Wakulima,26.0,30.0,5250.0,Nakuru
2021-10-08,White Irish Potatoes,Mairo-inya,10.0,20.0,2000.0,Nyandarua
2021-10-08,White Irish Potatoes,Soko mpya,14.0,15.0,15000.0,Nyandarua
2021-10-08,Dry Onions,Ngurubani Market,40.0,50.0,2000.0,Kirinyaga
2021-10-08,Dry Onions,Naivasha Market,60.0,70.0,2100.0,Nakuru
2021-10-08,Dry Onions,Gakoromone,50.0,60.0,4000.0,Meru
2021-10-08,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-08,Dry Onions,Soko mpya,65.0,90.0,750.0,Nyandarua
2021-10-08,Dry Onions,Mairo-inya,40.0,60.0,500.0,Nyandarua
2021-10-08,Water Melon,Ngurubani Market,20.0,30.0,15000.0,Kirinyaga
2021-10-08,Water Melon,Mairo-inya,30.0,40.0,4000.0,Nyandarua
2021-10-08,Banana (Ripening),Naivasha Market,30.0,40.0,19850.0,Nakuru
2021-10-08,Banana (Ripening),Mairo-inya,60.0,80.0,2000.0,Nyandarua
2021-10-08,Oranges,Naivasha Market,50.0,70.0,12000.0,Nakuru
2021-10-08,Oranges,Mairo-inya,50.0,70.0,20.0,Nyandarua
2021-10-08,Kales/Sukuma Wiki,Ngurubani Market,12.0,20.0,600.0,Kirinyaga
2021-10-08,Kales/Sukuma Wiki,Naivasha Market,30.0,50.0,1200.0,Nakuru
2021-10-08,Kales/Sukuma Wiki,Gakoromone,50.0,70.0,1000.0,Meru
2021-10-08,Kales/Sukuma Wiki,Mairo-inya,10.0,20.0,100.0,Nyandarua
2021-10-08,Kales/Sukuma Wiki,Mairo-inya,10.0,20.0,100.0,Nyandarua
2021-10-08,Spinach,Ngurubani Market,15.0,28.0,400.0,Kirinyaga
2021-10-08,Spinach,Mairo-inya,15.0,30.0,50.0,Nyandarua
2021-10-08,Banana (Cooking),Ngurubani Market,15.0,25.0,3500.0,Kirinyaga
2021-10-08,Banana (Cooking),Naivasha Market,20.0,40.0,16600.0,Nakuru
2021-10-08,Banana (Cooking),Gakoromone,40.0,60.0,4000.0,Meru
2021-10-08,Banana (Cooking),Soko mpya,8.33,11.67,1500.0,Nyandarua
2021-10-08,Banana (Cooking),Mairo-inya,40.0,60.0,2000.0,Nyandarua
2021-10-09,White Irish Potatoes,Ol-Kalou,10.0,12.5,3000.0,Nyandarua
2021-10-09,Dry Onions,Ol-Kalou,30.0,60.0,3500.0,Nyandarua
2021-10-09,Kales/Sukuma Wiki,Ol-Kalou,13.0,20.0,1000.0,Nyandarua
2021-10-09,Spinach,Ol-Kalou,13.0,20.0,1000.0,Nyandarua
2021-10-10,Dry Maize,Kasuku,28.89,40.0,90.0,Nyandarua
2021-10-10,Dry Onions,Kasuku,60.0,70.0,1400.0,Nyandarua
2021-10-10,Water Melon,Kasuku,40.0,50.0,400.0,Nyandarua
2021-10-10,Banana (Ripening),Kasuku,25.0,40.0,2000.0,Nyandarua
2021-10-10,Oranges,Kasuku,60.0,80.0,500.0,Nyandarua
2021-10-10,Kales/Sukuma Wiki,Kasuku,10.0,20.0,280.0,Nyandarua
2021-10-10,Spinach,Kasuku,15.0,20.0,350.0,Nyandarua
2021-10-10,Banana (Cooking),Kasuku,30.0,50.0,900.0,Nyandarua
2021-10-11,White Irish Potatoes,Kagio,15.0,20.0,40000.0,Kirinyaga
2021-10-11,White Irish Potatoes,Soko mpya,14.29,17.65,14000.0,Nyandarua
2021-10-11,Dry Onions,Kagio,46.15,60.0,26000.0,Kirinyaga
2021-10-11,Dry Onions,Kagio,50.0,60.0,900.0,Kirinyaga
2021-10-11,Water Melon,Kagio,25.0,40.0,80000.0,Kirinyaga
2021-10-11,Banana (Ripening),Kagio,16.67,20.0,37500.0,Kirinyaga
2021-10-11,Oranges,Kagio,80.0,100.0,800.0,Kirinyaga
2021-10-11,Kales/Sukuma Wiki,Kagio,20.0,30.0,1750.0,Kirinyaga
2021-10-11,Kales/Sukuma Wiki,Nakuru Top Market,20.0,30.0,200.0,Nakuru
2021-10-11,Spinach,Kagio,25.0,35.0,2240.0,Kirinyaga
2021-10-11,Spinach,Nakuru Top Market,30.0,60.0,300.0,Nakuru
2021-10-11,Banana (Cooking),Kagio,10.0,15.0,50000.0,Kirinyaga
2021-10-11,Banana (Cooking),Nakuru Top Market,30.0,60.0,600.0,Nakuru
2021-10-12,Dry Maize,Maua,31.11,40.0,72000.0,Meru
2021-10-12,Dry Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru
2021-10-12,Dry Maize,Nakuru Wakulima,28.89,35.0,0.0,Nakuru
2021-10-12,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-12,Dry Maize,Ngurubani Market,25.56,31.0,4000.0,Kirinyaga
2021-10-12,White Irish Potatoes,Maua,22.0,30.0,15000.0,Meru
2021-10-12,White Irish Potatoes,Nakuru Wakulima,28.0,35.0,6650.0,Nakuru
2021-10-12,White Irish Potatoes,Naivasha Market,30.0,50.0,8000.0,Nakuru
2021-10-12,White Irish Potatoes,Mairo-inya,20.0,30.0,4000.0,Nyandarua
2021-10-12,White Irish Potatoes,Ngurubani Market,10.0,13.89,20000.0,Kirinyaga
2021-10-12,Dry Onions,Maua,50.0,70.0,3500.0,Meru
2021-10-12,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-12,Dry Onions,Naivasha Market,60.0,70.0,1200.0,Nakuru
2021-10-12,Dry Onions,Mairo-inya,50.0,60.0,600.0,Nyandarua
2021-10-12,Dry Onions,Ngurubani Market,40.0,50.0,4000.0,Kirinyaga
2021-10-12,Water Melon,Naivasha Market,35.0,50.0,7000.0,Nakuru
2021-10-12,Water Melon,Mairo-inya,30.0,40.0,5000.0,Nyandarua
2021-10-12,Water Melon,Ngurubani Market,20.0,30.0,15000.0,Kirinyaga
2021-10-12,Banana (Ripening),Mairo-inya,40.0,60.0,3000.0,Nyandarua
2021-10-12,Oranges,Naivasha Market,50.0,70.0,600.0,Nakuru
2021-10-12,Oranges,Mairo-inya,50.0,70.0,30.0,Nyandarua
2021-10-12,Mangoes,Naivasha Market,30.0,40.0,7000.0,Nakuru
2021-10-12,Mangoes,Mairo-inya,40.0,50.0,20.0,Nyandarua
2021-10-12,Kales/Sukuma Wiki,Naivasha Market,30.0,50.0,3000.0,Nakuru
2021-10-12,Kales/Sukuma Wiki,Mairo-inya,10.0,20.0,50.0,Nyandarua
2021-10-12,Kales/Sukuma Wiki,Ngurubani Market,10.0,20.0,800.0,Kirinyaga
2021-10-12,Spinach,Mairo-inya,10.0,20.0,80.0,Nyandarua
2021-10-12,Spinach,Ngurubani Market,15.0,25.0,500.0,Kirinyaga
2021-10-12,Banana (Cooking),Naivasha Market,20.0,40.0,13650.0,Nakuru
2021-10-12,Banana (Cooking),Mairo-inya,60.0,80.0,3000.0,Nyandarua
2021-10-12,Banana (Cooking),Ngurubani Market,15.0,25.0,3000.0,Kirinyaga
2021-10-13,Dry Maize,Nakuru Wakulima,40.0,45.0,180.0,Nakuru
2021-10-13,Dry Maize,Nakuru Wakulima,28.89,35.0,2700.0,Nakuru
2021-10-13,Dry Maize,Nakuru Wakulima,136.0,150.0,2500.0,Nakuru
2021-10-13,Dry Maize,Nyamakima,34.0,45.0,20000.0,Nairobi
2021-10-13,White Irish Potatoes,Ol-Kalou,10.0,12.5,2000.0,Nyandarua
2021-10-13,White Irish Potatoes,Nakuru Top Market,36.0,50.0,500.0,Nakuru
2021-10-13,White Irish Potatoes,Nakuru Wakulima,28.0,35.0,4650.0,Nakuru
2021-10-13,White Irish Potatoes,Nairobi Wakulima,22.0,40.0,69000.0,Nairobi
2021-10-13,Dry Onions,Ol-Kalou,30.0,60.0,3500.0,Nyandarua
2021-10-13,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-13,Dry Onions,Nairobi Wakulima,41.3,70.0,97000.0,Nairobi
2021-10-13,Kales/Sukuma Wiki,Ol-Kalou,13.0,20.0,1000.0,Nyandarua
2021-10-13,Spinach,Ol-Kalou,13.0,20.0,1000.0,Nyandarua
2021-10-13,Spinach,Ol-Kalou,30.0,60.0,3000.0,Nyandarua
2021-10-13,Banana (Cooking),Ol-Kalou,10.0,20.0,3000.0,Nyandarua
2021-10-13,Banana (Cooking),Nairobi Wakulima,32.14,50.0,56000.0,Nairobi
2021-10-14,Dry Maize,Nakuru Top Market,27.78,30.0,90.0,Nakuru
2021-10-14,Dry Maize,Nakuru Wakulima,40.0,45.0,180.0,Nakuru
2021-10-14,Dry Maize,Nakuru Wakulima,28.89,35.0,2700.0,Nakuru
2021-10-14,Dry Maize,Nakuru Wakulima,136.0,150.0,2500.0,Nakuru
2021-10-14,Dry Maize,Kutus,30.0,37.21,5400.0,Kirinyaga
2021-10-14,White Irish Potatoes,Nakuru Wakulima,28.0,35.0,5750.0,Nakuru
2021-10-14,White Irish Potatoes,Kagio,15.0,20.0,40000.0,Kirinyaga
2021-10-14,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-14,Dry Onions,Kutus,55.0,70.0,2800.0,Kirinyaga
2021-10-14,Dry Onions,Kagio,49.23,60.0,19500.0,Kirinyaga
2021-10-14,Water Melon,Nakuru Top Market,50.0,80.0,500.0,Nakuru
2021-10-14,Water Melon,Kutus,25.0,35.0,3700.0,Kirinyaga
2021-10-14,Water Melon,Kagio,20.0,40.0,90000.0,Kirinyaga
2021-10-14,Banana (Ripening),Nakuru Top Market,29.17,60.0,180.0,Nakuru
2021-10-14,Banana (Ripening),Kagio,16.67,23.0,37500.0,Kirinyaga
2021-10-14,Oranges,Kutus,60.0,90.0,1350.0,Kirinyaga
2021-10-14,Oranges,Kagio,70.0,80.0,800.0,Kirinyaga
2021-10-14,Mangoes,Nakuru Top Market,40.0,50.0,200.0,Nakuru
2021-10-14,Kales/Sukuma Wiki,Kutus,15.0,25.0,1500.0,Kirinyaga
2021-10-14,Kales/Sukuma Wiki,Kagio,25.0,30.0,1750.0,Kirinyaga
2021-10-14,Spinach,Kutus,15.0,25.0,1250.0,Kirinyaga
2021-10-14,Spinach,Kagio,25.0,35.0,1890.0,Kirinyaga
2021-10-14,Banana (Cooking),Kagio,10.0,15.0,60000.0,Kirinyaga
2021-10-14,Banana (Cooking),Kutus,10.0,20.0,23500.0,Kirinyaga
2021-10-15,Dry Maize,Nakuru Wakulima,40.0,45.0,0.0,Nakuru
2021-10-15,Dry Maize,Nakuru Wakulima,28.89,35.0,0.0,Nakuru
2021-10-15,Dry Maize,Nakuru Wakulima,136.0,150.0,0.0,Nakuru
2021-10-15,Dry Maize,Gakoromone,33.33,40.0,6000.0,Meru
2021-10-15,Dry Maize,Soko mpya,80.0,35.0,720.0,Nyandarua
2021-10-15,Dry Maize,Ngurubani Market,25.0,31.0,4500.0,Kirinyaga
2021-10-15,White Irish Potatoes,Nakuru Wakulima,28.0,35.0,5000.0,Nakuru
2021-10-15,White Irish Potatoes,Ngurubani Market,10.0,13.89,20000.0,Kirinyaga
2021-10-15,White Irish Potatoes,Mairo-inya,20.0,30.0,4000.0,Nyandarua
2021-10-15,Dry Onions,Nakuru Wakulima,60.0,70.0,0.0,Nakuru
2021-10-15,Dry Onions,Naivasha Market,60.0,70.0,1220.0,Nakuru
2021-10-15,Dry Onions,Gakoromone,40.0,60.0,3000.0,Meru
2021-10-15,Dry Onions,Soko mpya,70.0,80.0,1000.0,Nyandarua
2021-10-15,Dry Onions,Ngurubani Market,45.0,55.0,3500.0,Kirinyaga
2021-10-15,Dry Onions,Mairo-inya,40.0,60.0,300.0,Nyandarua
2021-10-15,Dry Onions,Mairo-inya,40.0,60.0,300.0,Nyandarua
2021-10-15,Dry Onions,Mairo-inya,40.0,60.0,300.0,Nyandarua
2021-10-15,Water Melon,Naivasha Market,35.0,50.0,7000.0,Nakuru
2021-10-15,Water Melon,Gakoromone,40.0,60.0,5000.0,Meru
2021-10-15,Water Melon,Soko mpya,37.5,50.0,1000.0,Nyandarua
2021-10-15,Water Melon,Ngurubani Market,18.0,30.0,15000.0,Kirinyaga
2021-10-15,Water Melon,Mairo-inya,30.0,40.0,10000.0,Nyandarua
2021-10-15,Banana (Ripening),Naivasha Market,30.0,40.0,13030.0,Nakuru
2021-10-15,Banana (Ripening),Mairo-inya,60.0,80.0,4000.0,Nyandarua
2021-10-15,Oranges,Naivasha Market,50.0,70.0,14000.0,Nakuru
2021-10-15,Oranges,Gakoromone,60.0,80.0,5000.0,Meru
2021-10-15,Oranges,Soko mpya,100.0,150.0,400.0,Nyandarua
2021-10-15,Oranges,Mairo-inya,40.0,50.0,30.0,Nyandarua
2021-10-15,Mangoes,Naivasha Market,30.0,40.0,7000.0,Nakuru
2021-10-15,Mangoes,Soko mpya,20.0,30.0,1000.0,Nyandarua
2021-10-15,Kales/Sukuma Wiki,Gakoromone,40.0,100.0,2000.0,Meru
2021-10-15,Kales/Sukuma Wiki,Ngurubani Market,10.0,20.0,600.0,Kirinyaga
2021-10-15,Kales/Sukuma Wiki,Mairo-inya,10.0,20.0,30.0,Nyandarua
2021-10-15,Spinach,Nakuru Top Market,30.0,50.0,100.0,Nakuru
2021-10-15,Spinach,Ngurubani Market,18.0,25.0,500.0,Kirinyaga
2021-10-15,Spinach,Mairo-inya,10.0,20.0,40.0,Nyandarua
2021-10-15,Banana (Cooking),Nakuru Top Market,20.0,60.0,300.0,Nakuru
2021-10-15,Banana (Cooking),Naivasha Market,20.0,40.0,20080.0,Nakuru
2021-10-15,Banana (Cooking),Gakoromone,40.0,60.0,4000.0,Meru
2021-10-15,Banana (Cooking),Soko mpya,16.67,21.67,1500.0,Nyandarua
2021-10-15,Banana (Cooking),Ngurubani Market,15.0,25.0,2500.0,Kirinyaga
2021-10-15,Banana (Cooking),Mairo-inya,60.0,80.0,2000.0,Nyandarua
2021-10-16,White Irish Potatoes,Ol-Kalou,10.0,12.5,2000.0,Nyandarua
2021-10-16,Dry Onions,Makutano Kirinyaga,55.0,70.0,5000.0,Kirinyaga
2021-10-16,Dry Onions,Ol-Kalou,30.0,60.0,3500.0,Nyandarua
2021-10-16,Water Melon,Ol-Kalou,28.0,35.0,1200.0,Nyandarua
2021-10-16,Oranges,Ol-Kalou,60.0,80.0,900.0,Nyandarua
2021-10-16,Kales/Sukuma Wiki,Ol-Kalou,13.0,20.0,800.0,Nyandarua
2021-10-16,Spinach,Ol-Kalou,13.0,20.0,500.0,Nyandarua
2021-10-16,Banana (Cooking),Makutano Kirinyaga,15.0,20.0,5000.0,Kirinyaga
2021-10-17,Dry Maize,Kasuku,30.0,40.0,90.0,Nyandarua
2021-10-17,Dry Onions,Kasuku,60.0,70.0,1700.0,Nyandarua
2021-10-17,Water Melon,Kasuku,50.0,65.0,600.0,Nyandarua
2021-10-17,Banana (Ripening),Kasuku,25.0,40.0,1600.0,Nyandarua
2021-10-17,Oranges,Kasuku,70.0,90.0,400.0,Nyandarua
2021-10-17,Kales/Sukuma Wiki,Kasuku,5.0,10.0,300.0,Nyandarua
