Date,Product,Market Area,Wholesale Price,Retail Price,Quantity Supplied,County Area
10/4/2021,Kales/Sukuma Wiki,Kagio,20,40,1960,Kirinyaga
10/4/2021,Spinach,Kutus,15,25,450,Kirinyaga
10/4/2021,Spinach,Kagio,25,40,1960,Kirinyaga
10/4/2021,Banana (Cooking),Kagio,10,15,30000,Kirinyaga
10/4/2021,Banana (Cooking),Kutus,0.5,17.54,19500,Kirinyaga
10/5/2021,Dry Maize,Ngurubani Market,24.44,31,4000,Kirinyaga
10/5/2021,Dry Maize,Maua,31.11,40,7650,Meru
10/5/2021,Dry Maize,Nkubu,31.11,35,1350,Meru
10/5/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/5/2021,Dry Maize,Nakuru Wakulima,28.89,35,3600,Nakuru
10/5/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/5/2021,White Irish Potatoes,Ngurubani Market,10,13.89,20000,Kirinyaga
10/5/2021,White Irish Potatoes,Naivasha Market,30,50,4000,Nakuru
10/5/2021,White Irish Potatoes,Maua,22,30,22500,Meru
10/5/2021,White Irish Potatoes,Nakuru Wakulima,26,300,5000,Nakuru
10/5/2021,White Irish Potatoes,Nkubu,20,50,3000,Meru
10/5/2021,White Irish Potatoes,Mairo-inya,10,20,1500,Nyandarua
10/5/2021,Dry Onions,Ngurubani Market,40,50,2000,Kirinyaga
10/5/2021,Dry Onions,Naivasha Market,60,70,640,Nakuru
10/5/2021,Dry Onions,Maua,50,70,5000,Meru
10/5/2021,Dry Onions,Nkubu,12,70,2200,Meru
10/5/2021,Dry Onions,Nakuru Wakulima,50,70,3500,Nakuru
10/5/2021,Dry Onions,Mairo-inya,40,60,1000,Nyandarua
10/5/2021,Water Melon,Ngurubani Market,20,30,8000,Kirinyaga
10/5/2021,Water Melon,Naivasha Market,35,50,28000,Nakuru
10/5/2021,Water Melon,Mairo-inya,30,40,5000,Nyandarua
10/5/2021,Banana (Ripening),Naivasha Market,30,40,22720,Nakuru
10/5/2021,Banana (Ripening),Mairo-inya,40,60,2000,Nyandarua
10/5/2021,Oranges,Naivasha Market,50,70,7000,Nakuru
10/5/2021,Oranges,Nkubu,66.67,70,1530,Meru
10/5/2021,Oranges,Mairo-inya,50,80,60,Nyandarua
10/5/2021,Mangoes,Naivasha Market,30,40,14000,Nakuru
10/5/2021,Kales/Sukuma Wiki,Ngurubani Market,10,20,600,Kirinyaga
10/5/2021,Kales/Sukuma Wiki,Naivasha Market,30,50,700,Nakuru
10/5/2021,Kales/Sukuma Wiki,Mairo-inya,10,20,150,Nyandarua
10/5/2021,Spinach,Ngurubani Market,15,25,500,Kirinyaga
10/5/2021,Spinach,Naivasha Market,30,40,500,Nakuru
10/5/2021,Spinach,Mairo-inya,10,20,60,Nyandarua
10/5/2021,Banana (Cooking),Ngurubani Market,15,25,3000,Kirinyaga
10/5/2021,Banana (Cooking),Naivasha Market,20,40,21250,Nakuru
10/5/2021,Banana (Cooking),Nakuru Top Market,40,50,300,Nakuru
10/5/2021,Banana (Cooking),Mairo-inya,50,70,3000,Nyandarua
10/6/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/6/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
10/6/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/6/2021,Dry Maize,Kangeta,33.33,35,1080,Meru
10/6/2021,White Irish Potatoes,Nakuru Wakulima,26,30,4850,Nakuru
10/6/2021,White Irish Potatoes,Kangeta,19,30,1500,Meru
10/6/2021,White Irish Potatoes,Ol-Kalou,12,15,2500,Nyandarua
10/6/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/6/2021,Dry Onions,Kangeta,61.6,70,1000,Meru
10/6/2021,Dry Onions,Nairobi Wakulima,39.13,80,89000,Nairobi
10/6/2021,Dry Onions,Ol-Kalou,4,60,3500,Nyandarua
10/6/2021,Water Melon,Kangeta,40,50,500,Meru
10/6/2021,Banana (Ripening),Kangeta,20,25,600,Meru
10/6/2021,Oranges,Kangeta,72,80,250,Meru
10/6/2021,Mangoes,Kangeta,60,80,50,Meru
10/6/2021,Kales/Sukuma Wiki,Kangeta,20,30,400,Meru
10/6/2021,Kales/Sukuma Wiki,Ol-Kalou,12.5,20,2000,Nyandarua
10/6/2021,Spinach,Kangeta,25,35,300,Meru
10/6/2021,Spinach,Ol-Kalou,12.5,20,1500,Nyandarua
10/6/2021,Banana (Cooking),Kangeta,22.5,25,450,Meru
10/7/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/7/2021,Dry Maize,Nakuru Wakulima,28.89,35,3600,Nakuru
10/7/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/7/2021,Dry Maize,Kutus,30,37.21,900,Kirinyaga
10/7/2021,White Irish Potatoes,Nakuru Wakulima,26,30,4950,Nakuru
10/7/2021,White Irish Potatoes,Kagio,15,20,40000,Kirinyaga
10/7/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/7/2021,Dry Onions,Kagio,50,60,26000,Kirinyaga
10/7/2021,Dry Onions,Kutus,56,70,2600,Kirinyaga
10/7/2021,Water Melon,Kagio,28,40,70000,Kirinyaga
10/7/2021,Water Melon,Kutus,25,37.88,6500,Kirinyaga
10/7/2021,Banana (Ripening),Kagio,16.67,23,37500,Kirinyaga
10/7/2021,Oranges,Kagio,70,80,800,Kirinyaga
10/7/2021,Oranges,Kutus,50,64.1,1350,Kirinyaga
10/7/2021,Kales/Sukuma Wiki,Kagio,20,40,2240,Kirinyaga
10/7/2021,Kales/Sukuma Wiki,Kutus,10,25,1250,Kirinyaga
10/7/2021,Spinach,Nakuru Top Market,40,70,100,Nakuru
10/7/2021,Spinach,Kagio,20,30,2100,Kirinyaga
10/7/2021,Spinach,Kutus,15,25,850,Kirinyaga
10/7/2021,Banana (Cooking),Nakuru Top Market,40,70,400,Nakuru
10/7/2021,Banana (Cooking),Kagio,12.5,15,60000,Kirinyaga
10/7/2021,Banana (Cooking),Kutus,10,16.53,23500,Kirinyaga
10/8/2021,Dry Maize,Ngurubani Market,25,31,4000,Kirinyaga
10/8/2021,Dry Maize,Gakoromone,30,4,6000,Meru
10/8/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/8/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
10/8/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/8/2021,White Irish Potatoes,Ngurubani Market,10,13.89,20000,Kirinyaga
10/8/2021,White Irish Potatoes,Nakuru Wakulima,26,30,5250,Nakuru
10/8/2021,White Irish Potatoes,Mairo-inya,10,20,2000,Nyandarua
10/8/2021,White Irish Potatoes,Soko mpya,14,15,15000,Nyandarua
10/8/2021,Dry Onions,Ngurubani Market,40,50,2000,Kirinyaga
10/8/2021,Dry Onions,Naivasha Market,60,70,2100,Nakuru
10/8/2021,Dry Onions,Gakoromone,50,60,4000,Meru
10/8/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/8/2021,Dry Onions,Soko mpya,65,90,750,Nyandarua
10/8/2021,Dry Onions,Mairo-inya,40,60,500,Nyandarua
10/8/2021,Water Melon,Ngurubani Market,20,30,15000,Kirinyaga
10/8/2021,Water Melon,Mairo-inya,30,40,4000,Nyandarua
10/8/2021,Banana (Ripening),Naivasha Market,30,40,19850,Nakuru
10/8/2021,Banana (Ripening),Mairo-inya,60,80,2000,Nyandarua
10/8/2021,Oranges,Naivasha Market,50,70,12000,Nakuru
10/8/2021,Oranges,Mairo-inya,50,70,20,Nyandarua
10/8/2021,Kales/Sukuma Wiki,Ngurubani Market,12,20,600,Kirinyaga
10/8/2021,Kales/Sukuma Wiki,Naivasha Market,30,50,1200,Nakuru
10/8/2021,Kales/Sukuma Wiki,Gakoromone,50,70,1000,Meru
10/8/2021,Kales/Sukuma Wiki,Mairo-inya,10,20,100,Nyandarua
10/8/2021,Kales/Sukuma Wiki,Mairo-inya,10,20,100,Nyandarua
10/8/2021,Spinach,Ngurubani Market,15,28,400,Kirinyaga
10/8/2021,Spinach,Mairo-inya,15,30,50,Nyandarua
10/8/2021,Banana (Cooking),Ngurubani Market,15,25,3500,Kirinyaga
10/8/2021,Banana (Cooking),Naivasha Market,20,40,16600,Nakuru
10/8/2021,Banana (Cooking),Gakoromone,40,60,4000,Meru
10/8/2021,Banana (Cooking),Soko mpya,8.33,11.67,1500,Nyandarua
10/8/2021,Banana (Cooking),Mairo-inya,40,60,2000,Nyandarua
10/9/2021,White Irish Potatoes,Ol-Kalou,10,12.5,3000,Nyandarua
10/9/2021,Dry Onions,Ol-Kalou,30,60,3500,Nyandarua
10/9/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,1000,Nyandarua
10/9/2021,Spinach,Ol-Kalou,13,20,1000,Nyandarua
10/10/2021,Dry Maize,Kasuku,28.89,40,90,Nyandarua
10/10/2021,Dry Onions,Kasuku,60,70,1400,Nyandarua
10/10/2021,Water Melon,Kasuku,40,50,400,Nyandarua
10/10/2021,Banana (Ripening),Kasuku,25,40,2000,Nyandarua
10/10/2021,Oranges,Kasuku,60,80,500,Nyandarua
10/10/2021,Kales/Sukuma Wiki,Kasuku,10,20,280,Nyandarua
10/10/2021,Spinach,Kasuku,15,20,350,Nyandarua
10/10/2021,Banana (Cooking),Kasuku,30,50,900,Nyandarua
10/11/2021,White Irish Potatoes,Kagio,15,20,40000,Kirinyaga
10/11/2021,White Irish Potatoes,Soko mpya,14.29,17.65,14000,Nyandarua
10/11/2021,Dry Onions,Kagio,46.15,60,26000,Kirinyaga
10/11/2021,Dry Onions,Kagio,50,60,900,Kirinyaga
10/11/2021,Water Melon,Kagio,25,40,80000,Kirinyaga
10/11/2021,Banana (Ripening),Kagio,16.67,20,37500,Kirinyaga
10/11/2021,Oranges,Kagio,80,100,800,Kirinyaga
10/11/2021,Kales/Sukuma Wiki,Kagio,20,30,1750,Kirinyaga
10/11/2021,Kales/Sukuma Wiki,Nakuru Top Market,20,30,200,Nakuru
10/11/2021,Spinach,Kagio,25,35,2240,Kirinyaga
10/11/2021,Spinach,Nakuru Top Market,30,60,300,Nakuru
10/11/2021,Banana (Cooking),Kagio,10,15,50000,Kirinyaga
10/11/2021,Banana (Cooking),Nakuru Top Market,30,60,600,Nakuru
10/12/2021,Dry Maize,Maua,31.11,40,72000,Meru
10/12/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/12/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
10/12/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/12/2021,Dry Maize,Ngurubani Market,25.56,31,4000,Kirinyaga
10/12/2021,White Irish Potatoes,Maua,22,30,15000,Meru
10/12/2021,White Irish Potatoes,Nakuru Wakulima,28,35,6650,Nakuru
10/12/2021,White Irish Potatoes,Naivasha Market,30,50,8000,Nakuru
10/12/2021,White Irish Potatoes,Mairo-inya,20,30,4000,Nyandarua
10/12/2021,White Irish Potatoes,Ngurubani Market,10,13.89,20000,Kirinyaga
10/12/2021,Dry Onions,Maua,50,70,3500,Meru
10/12/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/12/2021,Dry Onions,Naivasha Market,60,70,1200,Nakuru
10/12/2021,Dry Onions,Mairo-inya,50,60,600,Nyandarua
10/12/2021,Dry Onions,Ngurubani Market,40,50,4000,Kirinyaga
10/12/2021,Water Melon,Naivasha Market,35,50,7000,Nakuru
10/12/2021,Water Melon,Mairo-inya,30,40,5000,Nyandarua
10/12/2021,Water Melon,Ngurubani Market,20,30,15000,Kirinyaga
10/12/2021,Banana (Ripening),Mairo-inya,40,60,3000,Nyandarua
10/12/2021,Oranges,Naivasha Market,50,70,600,Nakuru
10/12/2021,Oranges,Mairo-inya,50,70,30,Nyandarua
10/12/2021,Mangoes,Naivasha Market,30,40,7000,Nakuru
10/12/2021,Mangoes,Mairo-inya,40,50,20,Nyandarua
10/12/2021,Kales/Sukuma Wiki,Naivasha Market,30,50,3000,Nakuru
10/12/2021,Kales/Sukuma Wiki,Mairo-inya,10,20,50,Nyandarua
10/12/2021,Kales/Sukuma Wiki,Ngurubani Market,10,20,800,Kirinyaga
10/12/2021,Spinach,Mairo-inya,10,20,80,Nyandarua
10/12/2021,Spinach,Ngurubani Market,15,25,500,Kirinyaga
10/12/2021,Banana (Cooking),Naivasha Market,20,40,13650,Nakuru
10/12/2021,Banana (Cooking),Mairo-inya,60,80,3000,Nyandarua
10/12/2021,Banana (Cooking),Ngurubani Market,15,25,3000,Kirinyaga
10/13/2021,Dry Maize,Nakuru Wakulima,40,45,180,Nakuru
10/13/2021,Dry Maize,Nakuru Wakulima,28.89,35,2700,Nakuru
10/13/2021,Dry Maize,Nakuru Wakulima,136,150,2500,Nakuru
10/13/2021,Dry Maize,Nyamakima,34,45,20000,Nairobi
10/13/2021,White Irish Potatoes,Ol-Kalou,10,12.5,2000,Nyandarua
10/13/2021,White Irish Potatoes,Nakuru Top Market,36,50,500,Nakuru
10/13/2021,White Irish Potatoes,Nakuru Wakulima,28,35,4650,Nakuru
10/13/2021,White Irish Potatoes,Nairobi Wakulima,22,40,69000,Nairobi
10/13/2021,Dry Onions,Ol-Kalou,30,60,3500,Nyandarua
10/13/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/13/2021,Dry Onions,Nairobi Wakulima,41.3,70,97000,Nairobi
10/13/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,1000,Nyandarua
10/13/2021,Spinach,Ol-Kalou,13,20,1000,Nyandarua
10/13/2021,Spinach,Ol-Kalou,30,60,3000,Nyandarua
10/13/2021,Banana (Cooking),Ol-Kalou,10,20,3000,Nyandarua
10/13/2021,Banana (Cooking),Nairobi Wakulima,32.14,50,56000,Nairobi
10/14/2021,Dry Maize,Nakuru Top Market,27.78,30,90,Nakuru
10/14/2021,Dry Maize,Nakuru Wakulima,40,45,180,Nakuru
10/14/2021,Dry Maize,Nakuru Wakulima,28.89,35,2700,Nakuru
10/14/2021,Dry Maize,Nakuru Wakulima,136,150,2500,Nakuru
10/14/2021,Dry Maize,Kutus,30,37.21,5400,Kirinyaga
10/14/2021,White Irish Potatoes,Nakuru Wakulima,28,35,5750,Nakuru
10/14/2021,White Irish Potatoes,Kagio,15,20,40000,Kirinyaga
10/14/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/14/2021,Dry Onions,Kutus,55,70,2800,Kirinyaga
10/14/2021,Dry Onions,Kagio,49.23,60,19500,Kirinyaga
10/14/2021,Water Melon,Nakuru Top Market,50,80,500,Nakuru
10/14/2021,Water Melon,Kutus,25,35,3700,Kirinyaga
10/14/2021,Water Melon,Kagio,20,40,90000,Kirinyaga
10/14/2021,Banana (Ripening),Nakuru Top Market,29.17,60,180,Nakuru
10/14/2021,Banana (Ripening),Kagio,16.67,23,37500,Kirinyaga
10/14/2021,Oranges,Kutus,60,90,1350,Kirinyaga
10/14/2021,Oranges,Kagio,70,80,800,Kirinyaga
10/14/2021,Mangoes,Nakuru Top Market,40,50,200,Nakuru
10/14/2021,Kales/Sukuma Wiki,Kutus,15,25,1500,Kirinyaga
10/14/2021,Kales/Sukuma Wiki,Kagio,25,30,1750,Kirinyaga
10/14/2021,Spinach,Kutus,15,25,1250,Kirinyaga
10/14/2021,Spinach,Kagio,25,35,1890,Kirinyaga
10/14/2021,Banana (Cooking),Kagio,10,15,60000,Kirinyaga
10/14/2021,Banana (Cooking),Kutus,10,20,23500,Kirinyaga
10/15/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/15/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
10/15/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/15/2021,Dry Maize,Gakoromone,33.33,40,6000,Meru
10/15/2021,Dry Maize,Soko mpya,80,35,720,Nyandarua
10/15/2021,Dry Maize,Ngurubani Market,25,31,4500,Kirinyaga
10/15/2021,White Irish Potatoes,Nakuru Wakulima,28,35,5000,Nakuru
10/15/2021,White Irish Potatoes,Ngurubani Market,10,13.89,20000,Kirinyaga
10/15/2021,White Irish Potatoes,Mairo-inya,20,30,4000,Nyandarua
10/15/2021,Dry Onions,Nakuru Wakulima,60,70,0,Nakuru
10/15/2021,Dry Onions,Naivasha Market,60,70,1220,Nakuru
10/15/2021,Dry Onions,Gakoromone,40,60,3000,Meru
10/15/2021,Dry Onions,Soko mpya,70,80,1000,Nyandarua
10/15/2021,Dry Onions,Ngurubani Market,45,55,3500,Kirinyaga
10/15/2021,Dry Onions,Mairo-inya,40,60,300,Nyandarua
10/15/2021,Dry Onions,Mairo-inya,40,60,300,Nyandarua
10/15/2021,Dry Onions,Mairo-inya,40,60,300,Nyandarua
10/15/2021,Water Melon,Naivasha Market,35,50,7000,Nakuru
10/15/2021,Water Melon,Gakoromone,40,60,5000,Meru
10/15/2021,Water Melon,Soko mpya,37.5,50,1000,Nyandarua
10/15/2021,Water Melon,Ngurubani Market,18,30,15000,Kirinyaga
10/15/2021,Water Melon,Mairo-inya,30,40,10000,Nyandarua
10/15/2021,Banana (Ripening),Naivasha Market,30,40,13030,Nakuru
10/15/2021,Banana (Ripening),Mairo-inya,60,80,4000,Nyandarua
10/15/2021,Oranges,Naivasha Market,50,70,14000,Nakuru
10/15/2021,Oranges,Gakoromone,60,80,5000,Meru
10/15/2021,Oranges,Soko mpya,100,150,400,Nyandarua
10/15/2021,Oranges,Mairo-inya,40,50,30,Nyandarua
10/15/2021,Mangoes,Naivasha Market,30,40,7000,Nakuru
10/15/2021,Mangoes,Soko mpya,20,30,1000,Nyandarua
10/15/2021,Kales/Sukuma Wiki,Gakoromone,40,100,2000,Meru
10/15/2021,Kales/Sukuma Wiki,Ngurubani Market,10,20,600,Kirinyaga
10/15/2021,Kales/Sukuma Wiki,Mairo-inya,10,20,30,Nyandarua
10/15/2021,Spinach,Nakuru Top Market,30,50,100,Nakuru
10/15/2021,Spinach,Ngurubani Market,18,25,500,Kirinyaga
10/15/2021,Spinach,Mairo-inya,10,20,40,Nyandarua
10/15/2021,Banana (Cooking),Nakuru Top Market,20,60,300,Nakuru
10/15/2021,Banana (Cooking),Naivasha Market,20,40,20080,Nakuru
10/15/2021,Banana (Cooking),Gakoromone,40,60,4000,Meru
10/15/2021,Banana (Cooking),Soko mpya,16.67,21.67,1500,Nyandarua
10/15/2021,Banana (Cooking),Ngurubani Market,15,25,2500,Kirinyaga
10/15/2021,Banana (Cooking),Mairo-inya,60,80,2000,Nyandarua
10/16/2021,White Irish Potatoes,Ol-Kalou,10,12.5,2000,Nyandarua
10/16/2021,Dry Onions,Makutano Kirinyaga,55,70,5000,Kirinyaga
10/16/2021,Dry Onions,Ol-Kalou,30,60,3500,Nyandarua
10/16/2021,Water Melon,Ol-Kalou,28,35,1200,Nyandarua
10/16/2021,Oranges,Ol-Kalou,60,80,900,Nyandarua
10/16/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,800,Nyandarua
10/16/2021,Spinach,Ol-Kalou,13,20,500,Nyandarua
10/16/2021,Banana (Cooking),Makutano Kirinyaga,15,20,5000,Kirinyaga
10/17/2021,Dry Maize,Kasuku,30,40,90,Nyandarua
10/17/2021,Dry Onions,Kasuku,60,70,1700,Nyandarua
10/17/2021,Water Melon,Kasuku,50,65,600,Nyandarua
10/17/2021,Banana (Ripening),Kasuku,25,40,1600,Nyandarua
10/17/2021,Oranges,Kasuku,70,90,400,Nyandarua
10/17/2021,Kales/Sukuma Wiki,Kasuku,5,10,300,Nyandarua
10/17/2021,Spinach,Kasuku,10,20,350,Nyandarua
10/17/2021,Banana (Cooking),Kasuku,30,50,1000,Nyandarua
10/18/2021,Dry Maize,Kagio,32,40,450,Kirinyaga
10/18/2021,Dry Maize,Nakuru Wakulima,28.89,35,4500,Nakuru
10/18/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/18/2021,Dry Maize,Kutus,30,35.65,4500,Kirinyaga
10/18/2021,Dry Maize,Soko mpya,40,45,900,Nyandarua
10/18/2021,White Irish Potatoes,Nakuru Wakulima,28,35,9000,Nakuru
10/18/2021,White Irish Potatoes,Nairobi Wakulima,22,40,135000,Nairobi
10/18/2021,White Irish Potatoes,Kagio,15,20,40000,Kirinyaga
10/18/2021,White Irish Potatoes,Soko mpya,14.29,12.5,8000,Nyandarua
10/18/2021,Dry Onions,Nairobi Wakulima,32.61,65,89000,Nairobi
10/18/2021,Dry Onions,Nakuru Wakulima,60,70,5000,Nakuru
10/18/2021,Dry Onions,Kagio,53.75,60,40000,Kirinyaga
10/18/2021,Dry Onions,Soko mpya,70,80,2000,Nyandarua
10/18/2021,Dry Onions,Kutus,50,70,3200,Kirinyaga
10/18/2021,Water Melon,Kagio,20,40,100,Kirinyaga
10/18/2021,Water Melon,Kutus,25,37.91,3200,Kirinyaga
10/18/2021,Water Melon,Soko mpya,37.5,50,1200,Nyandarua
10/18/2021,Banana (Ripening),Kagio,16.67,20,37500,Kirinyaga
10/18/2021,Oranges,Kagio,70,80,900,Kirinyaga
10/18/2021,Oranges,Soko mpya,100,150,700,Nyandarua
10/18/2021,Oranges,Kutus,70,95.06,2000,Kirinyaga
10/18/2021,Mangoes,Soko mpya,0.8,2,700,Nyandarua
10/18/2021,Kales/Sukuma Wiki,Kagio,25,35,2100,Kirinyaga
10/18/2021,Kales/Sukuma Wiki,Kutus,15,20,1350,Kirinyaga
10/18/2021,Kales/Sukuma Wiki,Soko mpya,25,40,70,Nyandarua
10/18/2021,Spinach,Kagio,30,35,1400,Kirinyaga
10/18/2021,Spinach,Kutus,15,25,1000,Kirinyaga
10/18/2021,Spinach,Soko mpya,50,50,300,Nyandarua
10/18/2021,Banana (Cooking),Kagio,12.5,15,50000,Kirinyaga
10/18/2021,Banana (Cooking),Soko mpya,16.67,21.67,1000,Nyandarua
10/18/2021,Banana (Cooking),Kutus,10,17.86,20500,Kirinyaga
10/19/2021,Dry Maize,Maua,35.56,40,90000,Meru
10/19/2021,Dry Maize,Nkubu,31.11,35,1350,Meru
10/19/2021,Dry Maize,Nyamakima,34,45,40000,Nairobi
10/19/2021,Dry Maize,Nakuru Wakulima,40,45,0,Nakuru
10/19/2021,Dry Maize,Nakuru Wakulima,28.89,35,9000,Nakuru
10/19/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
10/19/2021,Dry Maize,Ngurubani Market,25.56,31,4500,Kirinyaga
10/19/2021,White Irish Potatoes,Maua,22,30,17000,Meru
10/19/2021,White Irish Potatoes,Nkubu,28,50,6000,Meru
10/19/2021,White Irish Potatoes,Nakuru Wakulima,28,35,5650,Nakuru
10/19/2021,White Irish Potatoes,Mairo-inya,20,30,3000,Nyandarua
10/19/2021,White Irish Potatoes,Ngurubani Market,10,280,20000,Kirinyaga
10/19/2021,Dry Onions,Maua,50,60,9000,Meru
10/19/2021,Dry Onions,Naivasha Market,70,80,4200,Nakuru
10/19/2021,Dry Onions,Nkubu,60,70,2800,Meru
10/19/2021,Dry Onions,Nakuru Wakulima,60,70,3000,Nakuru
10/19/2021,Dry Onions,Mairo-inya,40,60,5002,Nyandarua
10/19/2021,Dry Onions,Ngurubani Market,45,60,4500,Kirinyaga
